,instance_id,gesture_id,country,highest-level UNGeoScheme,lowest-level UNGeoScheme,Inglehart–Welzel cluster,user_id,meaning,offensive_usage_scenarios,non_offensive_usage_scenarios,offensiveness_score,confidence_score,unsure_explanation
480,ID_NAmer_25,Fingers Crossed,United States of America,Americas,Northern America,English Speaking,6567f7927d545288274fa46b,It means good luck,,When you are wishing for good luck,Not Offensive/Appropriate/No Meaning,5,
481,ID_NAmer_25,Fingers Crossed,United States of America,Americas,Northern America,English Speaking,6688359da7b0b70e2fe86f81,This generally means good luck and people love it.,,When wishing some one good luck,Not Offensive/Appropriate/No Meaning,5,
482,ID_NAmer_25,Fingers Crossed,United States of America,Americas,Northern America,English Speaking,6101ef1236355f4ac2ec8fce,It's generally used when someone needs luck or hoping for something.,,Unsure,Not Offensive/Appropriate/No Meaning,5,
483,ID_NAmer_26,Fingers Crossed,Canada,Americas,Northern America,English Speaking,59f21fe8cc514a00011a66cf,I have no idea.,I have no idea.,I have no idea.,Unsure,5,I am not from Canada.
484,ID_NAmer_26,Fingers Crossed,Canada,Americas,Northern America,English Speaking,637d5f0f84db9e63ebafc4db,"In Canada, crossing your fingers typically implies a wish for good luck or hope for a positive outcome. It can also signify that someone is being optimistic about a situation or outcome, such as hoping for success in an endeavor or expressing a desire for something to go well. Additionally, in some contexts, it can indicate that someone is not being entirely truthful, as in ""keeping your fingers crossed"" while telling a lie, though this interpretation is less common.",,"Crossing your fingers is considered not offensive or even positive in contexts such as wishing someone good luck before an exam or performance, expressing hope for a favorable outcome in a situation, celebrating a positive event like a wedding or engagement, or using it playfully among friends to signify optimism and camaraderie.",Not Offensive/Appropriate/No Meaning,5,
485,ID_NAmer_26,Fingers Crossed,Canada,Americas,Northern America,English Speaking,60fedc56becaae38aef87fcc,"To hope for something, or to promise",,"If someone hopes for something good to happen, they will cross their fingers",Not Offensive/Appropriate/No Meaning,4,
486,ID_NAmer_26,Fingers Crossed,Canada,Americas,Northern America,English Speaking,5cf9de227cb81800012766ef,"extra luck when waiting for something... superstitious. akin to ""knocking on wood""",,for luck!,Not Offensive/Appropriate/No Meaning,5,
487,ID_NAmer_26,Fingers Crossed,Canada,Americas,Northern America,English Speaking,56b3edf12bac74000d89e452,Hoping for good outcomes,,Wishing luck to someone,Not Offensive/Appropriate/No Meaning,5,
488,ID_NAmer_27,Snap Fingers,United States of America,Americas,Northern America,English Speaking,62d9cf09c21090c5e175de6b,"hurry up, ""quickly"" May also be used for emphasis, or contextually in a way that is not considered rude","may be used to ""rush"" someone to do something",,Rude/Impolite/Inappropriate/Disrespectful,3,
489,ID_NAmer_27,Snap Fingers,United States of America,Americas,Northern America,English Speaking,5dd9df0e946f7c97406a55ea,Someone may snap when giving someone else a bad attitude,Someone snaps close to someone's face to be rude and distract them,,Rude/Impolite/Inappropriate/Disrespectful,3,
490,ID_NAmer_27,Snap Fingers,United States of America,Americas,Northern America,English Speaking,659c04c9e78bdc89676e7c76,people who want to hurry things up,when someone want something faster,,Rude/Impolite/Inappropriate/Disrespectful,5,
491,ID_NAmer_27,Snap Fingers,United States of America,Americas,Northern America,English Speaking,655a5905877c0202b665181d,I can imply to hurry up and pick up the pace on a task.,It is offensive to snap in someone's face and rush them.,,Rude/Impolite/Inappropriate/Disrespectful,4,
492,ID_NAmer_27,Snap Fingers,United States of America,Americas,Northern America,English Speaking,66761cd247a5427aa8479ece,Finger snapping is used when you want to get the attention of someone,"Instead of talking to somebody to get their attention, you snap your fingers to get their attention. Snapping fingers is usually used to get the attention of animals, not humans.",,Rude/Impolite/Inappropriate/Disrespectful,4,
493,ID_NAmer_28,Snap Fingers,Canada,Americas,Northern America,English Speaking,5c85ccec34daa70017e92ff6,"Snapping means quick, hurry or someone may snap along to music.","If someone is snapping to demand you hurry, it's offensive if you are in a position where you don't want to be demanded to hurry or you don't want that person telling you so.","Snapping to music, snap to use encouragement or humor, snap to describe how quick something is.",Unsure,4,It would depend on the context.
494,ID_NAmer_28,Snap Fingers,Canada,Americas,Northern America,English Speaking,5dd9df0e946f7c97406a55ea,getting someone's attention by snapping,snapping to someone when having an attitude,,Unsure,4,It can either be used it a rude or unrude way
495,ID_NAmer_28,Snap Fingers,Canada,Americas,Northern America,English Speaking,65498b740c9fe48d45c9f510,This gesture could be used to get someone's attention such as a waiter or service staff. The gesture may also be used to follow along with the rhythm of a song or music. This gesture may also be used to applaud or show appreciation for someone or an achievement.,I believe this gesture may be considered offensive when used to try and get someone's attention (e.g. a waiter or service staff).,"This gesture could be used to follow along with music or a song, indicating enjoyment of the music or song. This gesture may also be used to applaud or show appreciation for someone or an achievement.",Unsure,3,This gesture can be used in many different contexts and take on different meanings within those contexts.
496,ID_NAmer_28,Snap Fingers,Canada,Americas,Northern America,English Speaking,66579f3504f7a32c8a3ab008,it would be offensive if you were snapping to get someones attention,snapping at a server,,Rude/Impolite/Inappropriate/Disrespectful,5,
497,ID_NAmer_28,Snap Fingers,Canada,Americas,Northern America,English Speaking,56b3edf12bac74000d89e452,"Trying to get someone's attention, or telling someone to do something faster",Trying to tell someone to work faster,,Rude/Impolite/Inappropriate/Disrespectful,4,
498,ID_NAmer_29,Curled finger,United States of America,Americas,Northern America,English Speaking,659c04c9e78bdc89676e7c76,not sure,i dont know the gesture,no comment,Unsure,1,never saw it before
499,ID_NAmer_29,Curled finger,United States of America,Americas,Northern America,English Speaking,66ca2d77843ac6baf8bbedd8,Beckon someone to come. Kind of rude to use this,Rude way to call someone over,,Rude/Impolite/Inappropriate/Disrespectful,5,
500,ID_NAmer_29,Curled finger,United States of America,Americas,Northern America,English Speaking,667aede306374173cad1947a,Come towards me,,Strange gesture but just means come towards me so it would not be offensive in most contexts,Not Offensive/Appropriate/No Meaning,4,
501,ID_NAmer_29,Curled finger,United States of America,Americas,Northern America,English Speaking,66063e30b927403afa9cc13f,Means 'come here',It is used in a commanding and demeaning way to say 'come here' It has a negative connotation,,Rude/Impolite/Inappropriate/Disrespectful,5,
502,ID_NAmer_29,Curled finger,United States of America,Americas,Northern America,English Speaking,66761cd247a5427aa8479ece,This hand gesture means to call someone over without verbally saying it,,"If you are in a loud area and need someone to come over, you would use this sign to indicate you want them to come to you instead of yelling at them to come over.",Not Offensive/Appropriate/No Meaning,5,
503,ID_NAmer_30,Curled finger,Canada,Americas,Northern America,English Speaking,637d5f0f84db9e63ebafc4db,"In Canada, using the beckoning sign (curled finger gesture) typically implies an invitation for someone to approach or come over, signaling that the person making the gesture wants to communicate or engage with the individual being beckoned. It conveys a sense of openness and friendliness, although the tone and context in which it is used can affect its interpretation.",,"The beckoning sign is considered not offensive or even positive in contexts such as inviting friends to join a conversation, casually getting someone's attention in social settings, discreetly signaling a colleague in a professional environment, or warmly welcoming newcomers at events.",Not Offensive/Appropriate/No Meaning,5,
504,ID_NAmer_30,Curled finger,Canada,Americas,Northern America,English Speaking,65498b740c9fe48d45c9f510,This gesture suggests that you want someone to come closer to you.,"It could be used in a demanding way, for example, when a child or a pet is in trouble, this gesture could be used to say, ""Come here now!""","This gesture could be used in a loving or romantic way. You may want someone to come closer to you to hug them, for example.",Unsure,2,"This gesture could be interpreted in a loving/romantic way or it could be used to demand someone to ""come here""."
505,ID_NAmer_30,Curled finger,Canada,Americas,Northern America,English Speaking,667aede306374173cad1947a,Come towards me,,It is a bit of a strange gesture but generally it would not be considered offensive to use it to beckon someone toward you,Not Offensive/Appropriate/No Meaning,4,
506,ID_NAmer_30,Curled finger,Canada,Americas,Northern America,English Speaking,66579f3504f7a32c8a3ab008,come here,,just means come here,Not Offensive/Appropriate/No Meaning,5,
507,ID_NAmer_30,Curled finger,Canada,Americas,Northern America,English Speaking,650215217993641ac7ab92a8,It is asking someone to come over but in a somewhat rude way if used on adults,If a man is beckoned in this way it could be offensive to them,,Rude/Impolite/Inappropriate/Disrespectful,4,
508,ID_NAmer_31,Left Hand ,United States of America,Americas,Northern America,English Speaking,5608a73fd7def20012b7389d,I feel it generally simply means that the person may be left hand dominant,,I feel it tends to be positive or neutral in all contexts,Not Offensive/Appropriate/No Meaning,4,
509,ID_NAmer_31,Left Hand ,United States of America,Americas,Northern America,English Speaking,63f78f2c0450fcbb448a8637,This has no special meaning in the US.,,This has no special meaning in the US.,Not Offensive/Appropriate/No Meaning,5,
510,ID_NAmer_31,Left Hand ,United States of America,Americas,Northern America,English Speaking,6104f2626b46bd21f1c9a1b3,It doesn't matter much which hand is being used for eating or receiving gifts.,,There isn't a scenario where this can be deemed as negative. At least in America.,Not Offensive/Appropriate/No Meaning,5,
511,ID_NAmer_31,Left Hand ,United States of America,Americas,Northern America,English Speaking,653001ecaa6552b09aa80c1e,Could mean nothing or some religions only eat with one hand.,,Eating dinner or anything really.,Not Offensive/Appropriate/No Meaning,5,
512,ID_NAmer_31,Left Hand ,United States of America,Americas,Northern America,English Speaking,6542660e8a2ea45b666ca4f9,they would not interpret such behavior as rude and disrespectful.,,doing anything with it,Not Offensive/Appropriate/No Meaning,1,
513,ID_NAmer_32,Left Hand ,Canada,Americas,Northern America,English Speaking,62d9cf09c21090c5e175de6b,No thought,,,Not Offensive/Appropriate/No Meaning,5,
514,ID_NAmer_32,Left Hand ,Canada,Americas,Northern America,English Speaking,637d5f0f84db9e63ebafc4db,"In Canada, using the left hand in social interactions is generally acceptable due to the country's cultural diversity, emphasis on inclusivity, and the normalization of left-handedness in everyday life, unless specific cultural beliefs suggest otherwise.",,"Using the left hand can be considered not offensive or even positive in contexts such as casual greetings in Western cultures, sports and activities that encourage both hands, artistic settings that celebrate left-handedness, and situations promoting inclusivity and support for left-handed individuals.",Not Offensive/Appropriate/No Meaning,4,
